Review,FACILITIES#CLEANLINESS,FACILITIES#COMFORT,FACILITIES#DESIGN&FEATURES,FACILITIES#GENERAL,FACILITIES#MISCELLANEOUS,FACILITIES#PRICES,FACILITIES#QUALITY,FOOD&DRINKS#MISCELLANEOUS,FOOD&DRINKS#PRICES,FOOD&DRINKS#QUALITY,FOOD&DRINKS#STYLE&OPTIONS,HOTEL#CLEANLINESS,HOTEL#COMFORT,HOTEL#DESIGN&FEATURES,HOTEL#GENERAL,HOTEL#MISCELLANEOUS,HOTEL#PRICES,HOTEL#QUALITY,LOCATION#GENERAL,ROOM_AMENITIES#CLEANLINESS,ROOM_AMENITIES#COMFORT,ROOM_AMENITIES#DESIGN&FEATURES,ROOM_AMENITIES#GENERAL,ROOM_AMENITIES#MISCELLANEOUS,ROOM_AMENITIES#PRICES,ROOM_AMENITIES#QUALITY,ROOMS#CLEANLINESS,ROOMS#COMFORT,ROOMS#DESIGN&FEATURES,ROOMS#GENERAL,ROOMS#MISCELLANEOUS,ROOMS#PRICES,ROOMS#QUALITY,SERVICE#GENERAL
"Vị trí hơi xa biển ( khoảng 700m), nhưng bù lại xung quanh có nhiều quán ăn và nhà hàng tốt 👍",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mặc dù trong danh sách không có dịch vụ massage tay nhưng khi mình muốn làm thêm 15' massage tay nữa và hỏi thì bạn nhân viên rất sẵn lòng làm dù lúc đó là 23h rồi.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Phòng sạch sẽ, tiện nghi hiện đại, đầy đủ và tốt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wifi tầng 7 yếu,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phòng đẹp nhưng thiết kế dở tệ.. Nhà mình ở căn đẹp nhất là Garden 5 nhưng thật sự ko thoải mái.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
Wifi yếu.,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vị trí trung tâm, thuận tiện đi lại.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phong dep.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ks khá bình thường.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhân viên nhiệt tình,,vui vẻ và k có bất cứ điều gì khó chịu,chỗ ở rất tốt đâyf đủ tiện nghi,sạch sẽ,gần phố đi bộ,sẽ quay lại",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Họ yêu cầu tôi tự gọi công an giải quyết!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Phòng sạch sẽ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Xuất sắc, phòng đẹp, public đẹp, nhân viên thân thiện",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Xe máy bị để ngoài nắng, ko có đồ che yên, lấy xe yên nóng quá, dù bên trong nhà vẫn còn nhiều chỗ để xe.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Sạch, đẹp, sang",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Giá phòng tương đối.Phòng ốc sạch sẽ, có nhiều loại Phòng để chọn lựa, không gian xung quanh ks yên tĩnh.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
"- nhân viên thân thiện, lịch sự.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Giá phòng rất oke luôn mình đi vào thứ 7 ở tới 14h mà ngay ngày có ưu đãi nên anh chủ kêu lên ngủ tiếp cũng được, không phụ thu thêm tiền.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Phòng chỉ có 15m2 nhưng cực kỳ thoải mái, phòng đẹp-xịn, có cả ban công hóng gió, vì do mình book phòng trễ quá nên không được ở lầu cao nhưng vẫn thích.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
Giấy vệ sinh toilet chưa tốt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
không gian sạch đẹp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phòng cách âm chưa tốt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Nhân viên thân thiện nhiệt tình, dễ thương, nhân viên hỗ trợ khách hàng nhiệt tình từ khi xuống xe đến khi lên xe, phòng ăn trên tầng thượng thoáng mát, view đẹp nhìn thấy sông.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Địa điểm thuận tiện ra biển hoặc ăn uống.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"- Nhân viên cực kỳ thân thiện, thân thiện nhất trong các nơi mình đã lưu trú ở Hội An.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Đánh giá cao nhân viên ở đây .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Đặc biết cách âm khá tốt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Sảnh đón nên thêm đèn vàng tăng cảm giác ấm cúng, nhất là khi trời mùa đông..😀",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phòng thoải mái.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Địa điểm thuận lợi cho việc đi lại.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phòng tuy không rộng nhưng thoáng và sạch sẽ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
Mẫu kiến trúc đẹp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khách sạn sạch sẽ, gần biển, đầy đủ dịch vụ xe và tour , xung quanh có nhiều siêu thị, nhà hàng.. rất thuận tiện..",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vị trí tốt nhất trong các khách sạn tại đà lạt, máy lạnh nước nóng hoạt động đều tốt, check in nhanh!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nhân viên thân thiện vui cười,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ở lần thứ 3 rui cũng vì ks sạch sẽ 😂,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"- Nhân viên không mấy vui vẻ (lễ tân lẫn buồng phòng), chỉ có một bạn Guest Relation (mình không thấy bảng tên nên không biết, bạn này người cao cao, ốm, tóc dài ấy), mình thấy bạn vui vẻ, nói cười, chào hỏi với khách mọi lúc mọi nơi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K hiểu sao lại có nhiều lời khen trên booking cho ks Star như vậy!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mình thích nhất là ks vừa sạch vừa đẹp lại còn cho thú cưng của mình vào, đó là điều tuyêt vời mà mình thích nhất ở ks",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cách âm chưa tốt lắm,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lễ tân thân thiện nhiệt tình.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Đi thời gian ngày thường nên đc chị nv cho đổi phòng cũng thoải mái.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chỗ nghỉ sạch sẽ, nhân viên lịch sự, nếu có dịp sẽ ghé nhiều lần nữa.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nhân viên phục vụ tốt, phòng sạch sẽ, đẹp, yên tĩnh, bữa ăn sáng đa dạng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
Phòng cực kỳ sạch sẽ và có cửa sổ lớn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Nhà tắm ko sạch, có mùi, phòng 3 giường thì tạm ổn nhưng nước rất yếu.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
Rèm che wc bị vướn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Giá còn hơi cao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cách mấy bước là có cửa hàng tiện lợi, Highlands, nhà thuốc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phòng cách âm không tốt nên hơi ồn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Sạch se, tiện nghi, tiện đi lai, nhân viên tốt!!",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Không gian đẹp , yên tĩnh, phòng tắm rộng, giường êm, chú chủ cũng dễ thương ,nhiệt tình lắm.gđ mình book phòng cho 5 ng chưa tới 100k 1 người ,lần đầu book ở ks này giá rẻ hợp lý nữa.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Không có vấn đề gì,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng rộng rãi, thoáng mát, đầy đủ tiện nghi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"khách sạn sạch sẽ, tiện nghi tốt và nhân viên thân thiện.",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"nói.., đỗ lỗi tại.. Hôm trước bọn mình đến trễ chứ ko phải lỗi ks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
phòng như hình sạch sẽ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lễ tân kém.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"nhân viên vs chị chủ rất thân thiện dễ gần , tiện cho việc đi chơi vi gần bùi viện và các chỗ ăn uống ngon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Phòng đẹp, đáng giá tiền.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Không gian sáng, có bàn trang điểm và gương xinh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bữa sáng ăn uống đa dạng, địa điểm ở gần chợ, các cửa hàng tiện lợi, quán ăn, cà phê nhưng thik nhất khách sạn ở vị trí có nhiều cây xanh bóng mát cả ngày, không nắng gắt, hồ bơi có thể tắm buổi sáng sớm và buổi chiều mát mẻ 🥰 nhân viên phục vụ nhiệt tình",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nhà vệ sinh đôi khi bóc mùi và buổi sáng không có nước nóng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Mình thuê 2 xe máy nhug 1 xe bị hư và báo đổi xe nhug do ko có xe nào phù hợp nên một a nhân viên đã đưa xe của a cho mình chạy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
- Không có welcome drink.,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+Nhân viên lễ tân nhiệt tình và vô cùng vui tính.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chỗ ở sạch sẽ.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bữa sáng ngon, nhân viên nhiệt tình",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chuyển bàn ghế uống nước sang phía đối diện để xem tv.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
bữa sáng rất nghèo.,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng ở thoải mái, các bạn lễ tân cũng rất nhiệt tình và dễ thương.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Mình đã ở lại thêm 1 ngày cố truy xuất camera nhưng không hỗ trợ được cho mình.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dọn chưa kỹ & sang ngày khác cũng không thấy dọn phòng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Cách phục vụ chu đáo nhẹ nhàng tuyệt vời 👍🏻👍🏻👍🏻,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Với mức giá đó cho 2 đêm mình thấy ok so với kv phó đức chính mình hay ở,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng hơi cũ, cách âm không tốt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
"Nội thất mới, sạch sẽ, nhân viên thân thiện, nhiệt tình.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bữa sáng ngon.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Đồ dùng hiện đại,sạch sẽ 👍🏻",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nhân viên nhanh nhẹn và chu đáo.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chỗ nghỉ tiện nghi gần các cửa hàng tiện lợi, an ninh, sạch sẽ.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phòng sạch đẹp .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Buffet sáng ngon, chất lượng nhưng còn hơi ít sự lựa chọn.",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sạch đẹp, dịch vụ tốt",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tiện nghi, sạch sẽ, nhân viên nhiệt tình, vị trị tốt gần chợ và hồ.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Khách sạn mới nên rất sạch và sang trọng, tôi thích vẻ thoáng đãng và phong cách phục vụ nhiệt tình, chu đáo của chủ khách sạn.",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nhà hàng ăn sáng khá chật chội, ồn ào, các món ăn chưa đa dạng hàng ngày",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khách sạn sạch sẽ nhất mình từng ở, dọn phòng hàng ngày, vị trí tuyệt vời, nhân viên dễ thương, thân thiện.. sẽ quay lại Trang ngân",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Phòng rất vừa vặn xinh xắn, sạch sẽ , nhân viên phục vụ thân thiện và dễ thg, gần nhiều địa điểm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"Phòng có bồn tắm, thoải mái, tiện nghi, có thể mượn bàn ủi và máy sấy tóc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nói chung rất hài lòng.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sạch sẽ, đầy đủ, giá cả hợp lí.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng đẹp, nhân viên niềm nở nhiệt tình",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Thang máy quá tệ,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuy nhiên có đoàn khách ồn ào lúc nửa đêm nhưng không gọi được Tiếp tân do không ai nghe điện thoại.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Tôi nghĩ ban quản lý nên xem lại nhân viên lễ tân của mình.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Phòng tắm không có quạt thông gió,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Vì tôi biết bạn THỊNH không chào đón khách Việt Nam.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Phòng sạch sẽ,tiện nghi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Phòng hơi nhỏ và có vài 3 chú muỗi , nhưng nói chung mọi thứ đều tốt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
"Khách sạn phòng sạch sẽ , ngay trung tâm gần shopping center và các nhiều lựa chọn nhà hàng cho bạn nào đi du lịch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Xong lên lầu gõ cửa đưa mình ko cười hay nói gì cả như thể mình đang làm phiền lắm v. Mà mình đi trong tuần cũng ko phải thứ 7 hay CN quá nhiều khách hay phải canh xe, tại hầm xe cũng có người giữ rồi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bữa sáng hơi ít món và không được hợp khẩu vị cho lắm :(,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nhân viên xếp hạng phòng không đúng như đã đặt trước, giá rẻ mùa dịch và mình là Genius lv2 nên càng rẻ hơn nhưng vẫn phải đảm bảo đúng hạng như đã đặt, đã từng ở khách sạn và đặt cùng hạng phòng, nhưng lần này thì thất vọng quá, nhân viên lại nói với khách hàng là đúng hạng phòng và thái độ rất xem thường khách như là ""đặt giá rẻ mà đòi hỏi nhiều"" pooring!!!!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Nhân viên nhiệt tình, vui vẻ, chất lượng dịch vụ tốt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tôi thích nhân viên của khách sạn, nhẹ nhàng, lịch sự, nhiệt tình.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cám ơn khách sạn rất nhiều.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Không có chỗ để xe hơi,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khách sạn đẹp và nhiều góc chụp ảnh đẹp.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chỗ nghĩ đúng như hình, đặt phòng 1 giường nhưng được luôn phòng 2 giường rộng rãi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Nhân viên của ks rất thân thiện luôn nc dễ thương lễ phép đàng hoàng ngay cả cô dọn dẹp vệ sinh cũng vui vẻ chỉ dẫn tận tình .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rất thích hợp cho các cặp đôi, tuy nhiên không có tủ có gương để khách dễ soi hơn.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng mới sạch sẽ, nhân viên chu đáo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Đồ ăn sáng nhiều món và rất ngon !!,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sạch tiện nghi,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vị trí bàn trang điểm/làm việc đặt k hợp lý lắm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Khách sạn sạch sẽ, nhân viên thân thiện, vị trí đẹp tiện lợi, phòng đầy đủ cơ sở vật chất",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mấy anh lễ tân rất thân thiện và nhiệt tình,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KS nên thay đổi thực đơn hành ngày cho đỡ nhàm chán, nhất là đối với khách ở dài ngày họ sẽ ko muốn ăn mấy ngày liền cùng món.",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Máy lạnh phòng 405 bị rỉ nước,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Vị trí trung tâm, đi lại rất tiện.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng sạch sẽ, thoáng mát.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Giường ngủ rất thỏa mái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wifi quá yếu cần khắc phục sớm,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
