comment,facility,lecturer,others,training_program
bàn ghế còn bụi .,1,0,0,0
"cô vui tính , dạy tốt .",0,3,0,0
kể chuyện hay .,0,0,3,0
tôi đã thấy giảng viên chỉ nhìn qua chưa đầy 30 giây và cho điểm 9 ngay lập tức .,0,1,0,0
phòng thực hành nên nâng cấp máy tính .,1,0,0,0
thầy ít khi nhắc lại về phần đã dạy hôm trước .,0,1,0,0
"thầy nên tham gia thực hành cùng sinh viên , không phải là chỉ ngồi một chỗ , tụi em tự mày mò làm xong rồi thầy mới xuống chấm điểm .",0,1,0,0
"giảng viên cần chuẩn bị giáo án trước khi đến lớp , giảng viên diễn đạt không tốt cần phải học cách diễn đạt cho sinh viên dễ hiểu .",0,1,0,0
cần học môn lập trình trực quan trước .,0,0,0,1
"cách truyền đạt kiến thức kém hiệu quả , cô dạy giống như là không dạy , chỉ đọc chữ trong slide rồi cho sinh viên làm bài tập .",0,1,0,0
"làm tốn thời gian truyền đạt , dẫn đến hứng thú lên lớp nghe giảng bị hạn chế .",0,1,0,0
thầy luôn tạo cơ hội để sinh viên có thể được thực hành .,0,3,0,0
thêm phần anh văn chuyên ngành vào nội dung học .,0,0,0,1
"cảm ơn cô và chúc cô nghỉ đẻ vui vẻ , mẹ tròn con vuông !",0,3,0,0
mở rộng kiến thức nâng cao cho sinh viên .,0,2,0,0
"thầy vui vẻ , thoải mái .",0,3,0,0
"thầy tận tâm , dạy dễ hiểu , vui tính , lớp học thoải mái dễ tiếp thu .",0,3,0,0
cô tận tình hướng dẫn chỉ bảo .,0,3,0,0
"cập nhật điểm thi giữa kỳ chậm , nên sinh viên không biết mức độ phấn đấu như thế nào !",0,0,0,1
đôi khi trong giờ học kể vài chuyện về đời để đỡ chán =) .,0,2,0,0
thầy không vui tính .,0,1,0,0
giảng nhiều phần nâng cao làm sinh viên bối rối .,0,1,0,0
"cô dạy dễ hiểu , hỗ trợ tốt cho các bạn .",0,3,0,0
thời gian nộp bài tại lớp hơi ngắn .,0,0,0,1
"cần có sách học hay , chi tiết , hiệu quả colonsmilesmile .",0,0,0,1
tận tình chu đáo .,0,3,0,0
nội dung lý thuyết và thực hành của môn học không có bất kỳ liên hệ gì với nhau nội dung lý thuyết không phù hợp với môn học và không tạo được sự quan tâm và mong muốn của sinh viên về kiến thức quản trị mạng như mong đợi .,0,0,0,1
"giáo viên truyền đạt kiến thức đầy đủ , dễ hiểu , nhiệt tình giảng dạy .",0,3,0,0
em xin lỗi nhưng đó là sự thật !,0,0,1,0
không có giáo trình .,0,0,0,1
"phương pháp tư duy cho sinh viên , để sinh viên tự giải quyết các vấn đề .",0,3,0,0
"giảng dạy dễ hiểu , linh động trong nhiều bài tập .",0,3,0,0
"giảng viên giảng dạy tận tình , vui vẻ giúp học viên nhận thức được nhiều kiến thức .",0,3,0,0
cải thiện chất lượng phòng máy thực hành .,1,0,0,0
cần thêm bài tập và rèn luyện kỹ năng giao tiếp .,0,0,0,1
nhiệt tình giảng dạy .,0,3,0,0
"em còn chưa thấy mặt thầy nữa , hoặc có nhưng quên rồi colondoublesurprise .",0,1,0,0
"các nội dung môn học thầy triển khai không đúng theo khung , mới vào mà thầy dạy servlet thì rất khó hiểu , sinh viên có góp ý qua thầy chủ nhiệm nhưng vẫn không thay đổi .",0,1,0,0
"mọi việc điều được sinh viên tự học , tự tìm hiểu thông qua các trang mạng , thông qua việc email trực tiếp với giảng viên .",0,0,0,2
"slide bài giảng còn lẫn lộn anh việt , phần tiếng việt thì giảng viên lại dùng google dịch nên đọc không hiểu .",0,0,0,1
"cách truyền đạt tốt , tận tâm .",0,3,0,0
"giảng viên tận tâm với việc dạy học , tạo cảm hứng học tập cho sinh viên .",0,3,0,0
cần cho nhiều thời gian để sinh viên có đủ thời gian hoàn thành đồ án môn học .,0,0,0,1
"thầy rất vui tính , truyền tải thông tin tuyệt vời .",0,3,0,0
"đôi lúc hỏi một số câu hỏi rất mơ hồ khiến sinh viên không biết đang được hỏi về khía cạnh nào , cũ hay mới ( chương trước hay chương hiện tại ) .",0,1,0,0
"quá nhàm chán , không nâng cao được kiến thức .",0,0,0,1
thầy dạy khá nhiệt tình vui tính .,0,3,0,0
thầy khá nhiệt huyết và gần gủi với sinh viên .,0,3,0,0
bài tập khắt khe .,0,0,0,2
theo thời khóa biểu hiện nay thì học thực hành trước nên sinh viên lúc thực hành chưa hiểu vấn đề nên khó khăn trong việc làm bài .,0,0,0,1
cô nên tăng tốc độ giải bài hơn .,0,1,0,0
tài liệu tiếng anh gây khó khăn cho ôn thi .,0,0,0,1
khả năng truyền đạt kiến thức không cao .,0,1,0,0
cần nâng cao chất lượng trang thiết bị .,1,0,0,0
"giảng viên vui tính , thân thiện .",0,3,0,0
"đầu tư các thiết bị cho sinh viên mượn , như điện thoại android , windows phone .",1,0,0,0
thầy dạy tốt và tâm huyết .,0,3,0,0
việc phân chia nhóm không hợp lý dẫn tới chất lượng học tập không tốt .,0,0,0,1
"thầy nhiệt tình , vui vẻ .",0,3,0,0
"tận tâm nhiệt tình , giảng giải cho sinh viên chưa hiểu tỉ mỉ .",0,3,0,0
"phần máy tính không hỗ trợ cho việc học nhiều , chỉ làm sinh viên phân tán .",0,0,0,1
"đó là tiền của họ , họ muốn dùng thì tùy họ , người khác nghèo không phải lỗi của họ , chưa kể tiền thuế họ đóng góp cho nước cũng đủ để gọi là xây dựng rồi .",0,0,1,0
"các dạng bài tập rõ ràng , tài liệu cung cấp đầy đủ .",0,0,0,3
"giảng viên dạy tận tình , cung cấp đầy đủ kiến thức cho sinh viên .",0,3,0,0
cần tăng thời gian học .,0,0,0,1
nên tổ chức thêm những buổi hội thảo liên quan đến nội dung môn học .,0,0,1,0
nên trang bị trang thiết bị cho phòng thực hành và phòng lab để sinh viên có thể thực hành và học trực tiếp trên thiết bị thật .,1,0,0,0
thầy giảng dạy rất nhiệt tình và vui tính .,0,3,0,0
"nên cải tiến hệ thống chấm điểm online , update bài tập cho tất cả học sinh làm rồi có bảng xếp hạng , như bên codefun của miền bắc .",0,0,0,1
bài giảng thực tế .,0,0,0,3
kiến thức thầy dạy rất hay và bổ ích .,0,3,0,0
chất lượng phòng máy kém .,1,0,0,0
phong cách giảng dạy rất hay .,0,3,0,0
cần tuân thủ đúng và đủ giờ .,0,0,0,1
"thầy rất nhiệt tình và năng động , học thầy có thêm nhiều kiến thức mới không chỉ gói gọn trong nội dung môn học .",0,3,0,0
"các giảng dạy của giảng viên còn khó hiểu , rối rắm .",0,1,0,0
điện thoại không liên lạc được .,0,0,1,0
chưa học nhiều với thầy nên chưa có ý kiến gì về thầy .,0,2,0,0
nội dung thực hành nên thay đổi doubledot mỗi tuần thực hành các phần lý thuyết trên lớp và giảng viên hướng dẫn làm đồ án cuối kỳ .,0,0,0,1
giảng viên tăng cường giải đề của các năm .,0,3,0,0
thiếu thiết bị thật để thực hành .,1,0,0,0
thực sự em vẫn chưa hiểu ngoài việc để làm bài tập thì wireshark được dùng để làm việc gì khác .,0,0,0,1
"em nghĩ cơ sở vật chất vẫn còn yếu kém , ngồi xa không thể nhìn rõ được slide bài giảng của cô giáo , phòng học rất nóng .",1,0,0,0
thầy giải nhiều bài tập cho sinh viên giúp sinh viên củng cố kiến thức sau khi học lý thuyết .,0,3,0,0
"cần có các thiết bị di động thật để sinh viên thực hành khi cần thiết , vì các chương trình mô phỏng trên máy tính là không đầy đủ .",1,0,0,0
nên thống nhất lại nội dung môn học so với cách thi của phòng đào tạo .,0,0,0,1
"thầy dạy hay , nhiệt tình , không bao chê bai sinh viên dù mặc dù không tốt mà hướng sinh viên đến suy nghĩ tích cực hơn , cố gắng hơn .",0,3,0,0
"cần tăng chú ý về kỹ năng cần thiết trong toeic như nghe , đọc .",0,0,0,1
"kính mong giảng viên có thể cho thêm nhiều bài tập nhằm giúp sinh viên luyện tập , nắm bắt nội dung môn học và vận dụng nó hiệu quả hơn , giúp ích cho việc học các môn sau này .",0,0,0,1
cần chú trọng hơn vấn đề học thực hành phòng máy không đáp ứng yêu cầu doubledot không có trình biên dịch giáo viên thực hành không sử dụng hiệu quả giờ thực hành .,1,0,0,0
"thầy wzjwz239 nói chuyện cọc lốc , không hiểu vấn đề gì hỏi thầy thì thầy lại như quát vào mặt , tạt nước lạnh , … nói chuyện xưng hô mày - tao ( có lúc thì xưng tớ - cậu nhưng lời nói đầy ẩn ý ) , hay nói móc và tìm cách bắt bẻ sinh viên .",0,1,0,0
giúp sinh viên cảm thấy thoải mái trong giờ học .,0,0,3,0
hơi khó tính ạ .,0,1,0,0
"kiến thức nhiều , khó tiếp thu , phân loại chưa rõ .",0,0,0,1
"những điều này nghe tưởng chừng không liên quan đến môn học , nhưng lại giúp cho sinh viên phần nào có định hướng được công việc tương lai của mình .",0,0,0,3
"em học ở phòng mà bên cạnh là công trình đang thi công , khá là ồn ào , vì thế khi học đến phần nghe , em không thể nghe được gì , và bài nghe bị gián đoạn .",1,0,0,0
"giảng dạy tích cực , dễ hiểu .",0,3,0,0
"không dùng điểm để đánh giá , nó làm sinh viên không dám thực hiện .",0,0,0,1
"dạy hay , dễ hiểu , tận tình .",0,3,0,0
không khí lớp học thì không được sôi nổi .,0,1,0,0
"bài tập thực hành mỗi tuần hơi khó , mong rằng ở mỗi bài tập giảng viên có thể cung cấp bài giải kỹ càng để sinh viên có thể nghiên cứu và hiểu được cách làm .",0,0,0,1
thầy cần có tương tác với sinh viên qua mail hay moodle vì có đôi lúc có thắc mắc nhưng thầy không phản hồi .,0,1,0,0
kiến thức đơn giản .,0,0,0,2
"phần lý thuyết lặp lại nên chán , không thu hút .",0,0,0,1
giảng viên giảng dạy theo đúng thời gian môn học .,0,2,0,0
"chấm điểm dựa trên mức độ thấu hiểu bài , hay đưa ra lời khuyên hữu ích .",0,0,0,3
luôn nhiệt tình trong giảng dạy .,0,3,0,0
cần tăng thời gian thực hành nói lên .,0,0,0,1
"giảng viên dạy truyền cảm hứng , sử dụng thời gian hợp lý .",0,3,0,0
giảng viên dạy tận tâm nhiệt tình .,0,3,0,0
thì có thể lướt nhanh hơn vì phần này khá dễ .,0,0,1,0
"giảng viên có chuyên môn rất tốt , kiến thức rộng , giải đáp được mọi thắc mắc của sinh viên .",0,3,0,0
giảng viên rất tận tình !,0,3,0,0
"thầy rất nhiệt tình , năng nổ .",0,3,0,0
"truyền đạt có cảm hứng , hướng dẫn sinh viên học tập thế nào sau khi ra trường để xin việc .",0,3,0,0
"thầy giảng dạy nhiệt tình dễ hiểu , sửa bài tập cẩn thận .",0,3,0,0
giảng viên rất đảm bảo giờ lên lớp .,0,2,0,0
"môn học này thật sự rất khó và chương trình học hơi nặng , lúc trước môn này dược chia ra làm 2 môn là cấu trúc dữ liệu 1 và cấu trúc dữ liệu 2 , năm nay lại gộp thành một nên sinh viên khó tải nổi kiến thức .",0,0,0,1
cần kết nối được mạng trong phòng lab .,1,0,0,0
"nhiệt tình , phương pháp giảng dạy rất hiệu quả cách truyền đạt rất dễ hiểu và dễ tiếp thu biết cách truyền cảm hứng và tạo động lực học tập cho sinh viên .",0,3,0,0
luyện nghe nhiều hơn .,0,0,0,1
"giảng viên giảng dạy rất truyền cảm , tạo cảm giác ham học và hệ thống bài tập dồi dào phong phú .",0,3,0,0
"cách dạy của cô hay , thú vị , tạo động lực .",0,3,0,0
giảng viên vui vẻ nhiệt tình .,0,3,0,0
"giảng viên nhiệt tình , phương pháp giảng dạy dễ hiểu .",0,3,0,0
thầy wzjwz127 dạy rất nhiệt tình .,0,3,0,0
rất thích được học cô .,0,3,0,0
"tiếp cận với sinh viên một cách thân thiện , phương pháp dạy khoa học , dễ tiếp thu , dễ hiểu .",0,3,0,0
thường xuyên cho nghỉ mà không thông báo .,0,1,0,0
"quá khó tính , giờ cao su , giảng dạy lan man không hiệu quả .",0,1,0,0
"thầy dạy không có sức hút , nhàm chán , gây buồn ngủ cho sinh viên .",0,1,0,0
"thầy dạy nhiệt tình , rất hăng hái .",0,3,0,0
phòng học ồn do cạnh khu xây dựng .,1,0,0,0
lớp đã nghỉ 4 tuần liên tiếp chưa tính một vài ngày nghỉ khác .,0,1,0,0
"cô dạy rất nhiệt tình , cung cấp thông tin đầy đủ nhưng vẫn tạo điều kiện cho sinh viên tìm hiểu thêm .",0,3,0,0
dễ học dễ hiểu .,0,0,3,0
hình như em đăng ký thầy dạy mà thầy dạy mấy buổi người khác dạy mấy buổi thì phải .,0,1,0,0
nên đưa môn wzjwz129 vào giảng dạy ngay sau môn wzjwz130 và trước khi học các môn chuyên ngành .,0,0,0,1
giảng viên dạy rất nhiệt tình .,0,3,0,0
trao dồi thêm về kỹ năng speaking và listening .,0,0,0,1
ít bài tập .,0,0,0,1
"cô dạy có tâm huyết với học sinh , truyền đạt tốt , dễ hiểu .",0,3,0,0
đảm bảo giời lên lớp .,0,2,0,0
"ngiêm túc , cứng rắn về vấn đề tự học .",0,3,0,0
"em mail bổ sung bài thực hành giáo viên không hồi đáp , mail xin sửa điểm giảng viên không reply đồng ý xem xét hay không đồng ý .",0,1,0,0
thời gian cô up slide lên module còn chậm .,0,1,0,0
nope .,0,0,2,0
"các phần tiếng việt trong slide được ghi một cách khó hiểu và không rõ ràng , nhiều chỗ trong slide bài giảng có vẻ như được dịch bằng google dịch từ năm 2009 .",0,0,0,1
không thực tế .,0,0,1,0
tiết học của thầy rất vui .,0,3,0,0
"học trong phòng chất lượng cao hơn , phòng học hiện tại không có máy lạnh .",1,0,0,0
"giảng viên chưa truyền đạt tốt , dạy còn chán , không có sự thu hút trong cách dạy lắm .",0,1,0,0
"hướng dẫn rất tận tình , trình bày hướng dẫn rất đẹp , có phong cách , thể hiện một thái độ rất nghiêm túc trong công việc giảng dạy .",0,3,0,0
"giảng bài dễ hiểu , dễ vận dụng .",0,3,0,0
thầy vui tính dạy dễ hiểu và cung cấp nhiều thông tin hữu ích cho sinh viên .,0,3,0,0
thầy quá chuyên nghiệp .,0,3,0,0
cô giảng có hơi khó hiểu .,0,1,0,0
